customer_id,age,division,district,occupation,sector,business_vintage_years,has_fd_dps,income,type,loan_amount,term,status,credit_line_type,risk_group,risk_score,txn_amount,txn_count
3037,53,Chattogram,District4,Business Owner,Pharma,22,1,114842.01,Withdrawal,559957.04,48,Closed,Cash Credit,C,0.59,15941.35,20
3038,45,Dhaka,District5,Teacher,Manufacturing,12,0,44013.87,Payment,89642.3,36,Approved,Cash Credit,B,0.49,15831.39,8
3039,34,Khulna,District1,Freelancer,Manufacturing,22,0,70467.18,Deposit,367707.69,48,Approved,Overdraft,C,0.62,18002.67,16
3040,31,Rangpur,District1,Farmer,Manufacturing,9,1,79079.02,Payment,275835.31,36,Approved,Overdraft,C,0.52,24242.2,8
3041,55,Chattogram,District3,Farmer,Retail,12,0,47296.86,Payment,5000.0,24,Approved,Overdraft,B,0.37,22138.26,14
3042,61,Dhaka,District2,Freelancer,Pharma,12,0,69298.85,Deposit,335283.95,12,Defaulted,Cash Credit,C,0.55,28208.08,12
3043,34,Rangpur,District4,Freelancer,Retail,23,0,67002.84,Withdrawal,404386.82,12,Defaulted,Cash Credit,C,0.72,4601.65,14
3044,50,Rangpur,District2,Business Owner,Retail,16,0,71614.64,Withdrawal,526755.11,24,Defaulted,Overdraft,D,0.78,7120.43,16
3045,61,Rangpur,District5,Farmer,Pharma,5,1,68380.01,Withdrawal,582167.54,60,Approved,Invoice Finance,C,0.69,32963.39,14
3046,24,Khulna,District4,Farmer,Retail,1,1,35242.03,Deposit,222090.74,36,Closed,Lease,C,0.69,14488.67,9
3047,24,Chattogram,District4,Service Holder,Pharma,16,0,85591.48,Payment,587768.23,36,Closed,Invoice Finance,C,0.62,32043.08,16
3048,48,Rangpur,District1,Business Owner,IT,11,1,107056.87,Deposit,260241.24,60,Closed,Overdraft,B,0.3,55868.5,22
3049,28,Barisal,District5,Freelancer,IT,25,1,87348.69,Deposit,720072.17,24,Approved,Lease,C,0.54,59071.23,20
3050,22,Chattogram,District1,Freelancer,Transport,22,1,73530.72,Payment,554033.41,48,Closed,Overdraft,C,0.58,44372.57,20
3051,61,Sylhet,District1,Teacher,Manufacturing,5,0,77590.19,Payment,330981.83,48,Approved,Lease,B,0.3,75647.09,22
3052,42,Barisal,District3,Freelancer,IT,4,0,82355.74,Payment,524055.95,24,Closed,Lease,C,0.57,41313.0,16
3053,61,Khulna,District1,Farmer,IT,4,0,51468.07,Deposit,317153.27,48,Closed,Lease,C,0.69,16822.2,8
3054,36,Rangpur,District2,Freelancer,Retail,24,0,70719.79,Payment,561545.33,24,Closed,Overdraft,D,0.76,13340.26,14
3055,49,Chattogram,District4,Farmer,Pharma,8,0,56801.33,Withdrawal,266840.41,36,Closed,Overdraft,C,0.58,23512.95,13
3056,50,Mymensingh,District1,Farmer,Wholesale,27,0,51881.77,Payment,181977.11,36,Approved,Lease,B,0.47,31663.02,12
3057,32,Khulna,District2,Business Owner,Retail,27,0,72633.11,Deposit,291985.34,60,Defaulted,Cash Credit,C,0.51,25996.03,17
3058,55,Chattogram,District5,Freelancer,Retail,21,0,96724.13,Payment,657104.27,24,Approved,Cash Credit,C,0.68,14922.27,19
3059,31,Sylhet,District4,Business Owner,Pharma,28,1,90469.67,Withdrawal,104968.27,48,Approved,Cash Credit,B,0.34,34412.01,12
3060,41,Rangpur,District5,Farmer,Wholesale,2,0,36399.48,Deposit,5000.0,24,Approved,Cash Credit,B,0.41,17822.57,5
3061,41,Dhaka,District2,Freelancer,Wholesale,22,1,94450.28,Payment,641175.54,12,Closed,Invoice Finance,C,0.62,27676.83,17
3062,25,Rangpur,District5,Freelancer,Transport,19,1,73992.02,Payment,410626.92,60,Closed,Invoice Finance,B,0.48,46874.47,10
3063,40,Dhaka,District5,Business Owner,Retail,4,0,53003.22,Payment,266973.33,12,Defaulted,Cash Credit,C,0.69,7106.09,6
3064,57,Mymensingh,District5,Business Owner,Manufacturing,6,0,36967.27,Withdrawal,88311.36,60,Approved,Overdraft,C,0.57,7706.96,5
3065,23,Khulna,District1,Farmer,IT,11,1,60450.64,Payment,95525.34,60,Approved,Cash Credit,B,0.42,25776.69,8
3066,64,Sylhet,District1,Farmer,Retail,6,0,67064.89,Payment,250215.2,60,Approved,Lease,B,0.49,32910.52,16
3067,53,Chattogram,District1,Freelancer,Manufacturing,9,1,75738.0,Deposit,433478.13,12,Closed,Lease,C,0.56,28385.09,23
3068,29,Chattogram,District4,Freelancer,Manufacturing,7,1,60359.14,Withdrawal,231084.28,60,Approved,Overdraft,C,0.61,4542.59,15
3069,29,Dhaka,District2,Service Holder,Pharma,16,0,67793.03,Payment,461006.19,24,Closed,Lease,C,0.66,30170.71,14
3070,24,Sylhet,District1,Service Holder,Retail,4,0,44892.8,Deposit,138803.21,24,Defaulted,Cash Credit,B,0.48,30421.1,5
3071,55,Barisal,District5,Teacher,Pharma,14,0,52243.6,Withdrawal,206953.09,12,Approved,Cash Credit,C,0.53,25869.15,9
3072,37,Mymensingh,District5,Farmer,Transport,27,1,109460.52,Deposit,701248.11,36,Closed,Overdraft,B,0.41,69072.63,17
3073,54,Dhaka,District5,Teacher,Manufacturing,8,1,84743.16,Withdrawal,359833.86,36,Approved,Overdraft,C,0.58,13981.7,14
3074,44,Dhaka,District5,Teacher,Wholesale,22,1,86680.91,Deposit,376654.57,12,Approved,Overdraft,B,0.33,62720.77,16
3075,52,Mymensingh,District3,Business Owner,Manufacturing,10,0,62165.06,Deposit,230820.3,60,Approved,Invoice Finance,C,0.52,25994.66,6
3076,21,Khulna,District4,Business Owner,Transport,27,0,76874.03,Payment,256922.12,60,Closed,Lease,C,0.52,18392.62,20
3077,28,Chattogram,District2,Service Holder,Manufacturing,12,0,69305.14,Deposit,395618.32,60,Approved,Lease,C,0.66,16691.61,13
3078,43,Khulna,District2,Teacher,Pharma,17,1,70007.48,Withdrawal,417763.52,12,Approved,Invoice Finance,C,0.54,38570.64,15
3079,60,Sylhet,District1,Service Holder,Retail,16,0,78937.57,Withdrawal,430548.94,60,Defaulted,Lease,B,0.45,53265.2,19
3080,32,Barisal,District3,Farmer,Wholesale,23,0,78303.49,Withdrawal,295018.8,24,Approved,Overdraft,C,0.52,22580.48,18
3081,32,Rangpur,District2,Freelancer,Pharma,8,1,69054.15,Payment,317443.05,60,Closed,Lease,B,0.46,43581.74,14
3082,35,Rajshahi,District4,Business Owner,IT,9,0,51683.33,Payment,423383.1,12,Closed,Cash Credit,C,0.73,26609.02,11
3083,61,Rajshahi,District5,Farmer,Retail,4,0,66616.96,Withdrawal,143748.29,60,Approved,Invoice Finance,B,0.47,22661.51,14
3084,39,Rajshahi,District1,Farmer,Wholesale,29,0,76742.71,Deposit,673170.37,24,Approved,Invoice Finance,C,0.74,23578.25,26
3085,46,Mymensingh,District4,Business Owner,Transport,10,0,49516.6,Withdrawal,257458.58,12,Approved,Lease,C,0.56,32301.72,14
3086,49,Dhaka,District2,Business Owner,Manufacturing,21,1,80231.45,Deposit,372253.65,36,Defaulted,Invoice Finance,C,0.52,31757.8,16
3087,42,Barisal,District3,Teacher,Wholesale,14,0,75538.07,Deposit,521723.07,12,Approved,Lease,C,0.51,56828.46,18
3088,60,Khulna,District1,Service Holder,IT,1,0,26841.7,Deposit,23230.63,48,Closed,Lease,C,0.53,2143.69,8
3089,41,Rangpur,District2,Farmer,Transport,26,0,70668.87,Deposit,548435.6,36,Closed,Cash Credit,D,0.8,13128.96,8
3090,58,Chattogram,District1,Teacher,Retail,20,0,86058.74,Deposit,750040.79,36,Approved,Cash Credit,C,0.69,38844.13,14
3091,40,Rajshahi,District2,Teacher,Wholesale,27,0,74476.75,Withdrawal,534441.12,12,Closed,Lease,C,0.71,19861.66,12
3092,49,Khulna,District5,Farmer,Transport,19,0,73092.25,Withdrawal,58139.71,48,Approved,Invoice Finance,B,0.42,15556.57,14
3093,24,Rajshahi,District3,Farmer,Retail,23,1,104301.53,Payment,680915.39,36,Approved,Invoice Finance,C,0.59,31850.98,15
3094,27,Barisal,District5,Freelancer,Pharma,23,0,86384.94,Withdrawal,716303.67,60,Approved,Cash Credit,C,0.69,33444.71,13
3095,48,Rajshahi,District2,Service Holder,Manufacturing,13,1,71399.12,Deposit,577297.41,48,Defaulted,Lease,C,0.66,38067.58,13
3096,48,Chattogram,District4,Farmer,Transport,4,0,52044.1,Withdrawal,113655.02,48,Defaulted,Lease,B,0.47,22239.11,13
3097,24,Rangpur,District5,Business Owner,Pharma,26,1,104571.46,Deposit,735421.14,12,Approved,Cash Credit,C,0.63,30727.21,12
3098,42,Sylhet,District4,Freelancer,IT,23,0,87092.04,Payment,748219.98,12,Closed,Lease,D,0.87,1000.0,17
3099,32,Sylhet,District2,Service Holder,IT,5,0,53679.25,Withdrawal,271559.65,12,Closed,Cash Credit,C,0.57,28967.34,13
3100,23,Barisal,District3,Business Owner,Retail,25,1,89196.82,Withdrawal,186831.44,48,Approved,Lease,B,0.43,17991.19,23
3101,42,Sylhet,District4,Business Owner,Wholesale,21,0,75015.26,Withdrawal,499399.48,24,Closed,Invoice Finance,C,0.7,17172.87,22
3102,64,Mymensingh,District2,Service Holder,Manufacturing,28,0,98503.51,Deposit,700134.97,12,Approved,Cash Credit,C,0.57,46137.7,21
3103,22,Dhaka,District4,Freelancer,Retail,14,0,80013.49,Payment,377790.39,24,Approved,Lease,C,0.58,23598.45,15
3104,44,Mymensingh,District5,Business Owner,Transport,28,0,88400.8,Deposit,231482.19,36,Closed,Lease,B,0.39,37669.77,14
3105,54,Khulna,District2,Teacher,Manufacturing,3,0,36819.96,Withdrawal,256404.78,60,Approved,Cash Credit,C,0.71,22358.2,5
3106,47,Mymensingh,District5,Service Holder,Pharma,9,0,54877.5,Payment,190006.88,60,Approved,Overdraft,C,0.54,21725.11,5
3107,61,Khulna,District1,Service Holder,Manufacturing,27,1,88665.7,Deposit,513790.55,24,Approved,Overdraft,C,0.68,2447.43,16
3108,21,Khulna,District2,Farmer,Pharma,26,1,112277.28,Payment,911279.76,48,Approved,Lease,C,0.57,50283.4,30
3109,28,Dhaka,District4,Freelancer,Retail,18,1,79417.03,Deposit,133611.51,60,Closed,Lease,B,0.44,16837.23,16
3110,43,Chattogram,District1,Teacher,Wholesale,8,0,76801.64,Payment,523443.73,24,Closed,Lease,C,0.67,26109.75,15
3111,58,Rangpur,District5,Teacher,IT,20,0,61439.52,Deposit,281813.0,12,Approved,Overdraft,C,0.6,16158.41,11
3112,26,Barisal,District5,Farmer,Manufacturing,25,1,82636.74,Payment,383326.5,24,Approved,Cash Credit,C,0.53,29511.73,16
3113,42,Dhaka,District4,Business Owner,Wholesale,9,0,66221.81,Withdrawal,399226.98,36,Closed,Overdraft,C,0.66,21932.2,9
3114,45,Barisal,District1,Business Owner,Wholesale,3,1,91522.2,Withdrawal,316413.47,24,Defaulted,Invoice Finance,C,0.53,17815.85,19
3115,38,Sylhet,District3,Teacher,IT,21,0,67823.34,Withdrawal,179729.26,12,Approved,Overdraft,C,0.52,12640.42,20
3116,37,Sylhet,District4,Freelancer,Manufacturing,29,0,40558.48,Deposit,58063.94,24,Closed,Overdraft,B,0.4,27686.46,7
3117,32,Mymensingh,District5,Business Owner,Manufacturing,3,1,44537.25,Payment,332404.9,12,Approved,Lease,C,0.66,34184.8,12
3118,26,Khulna,District2,Service Holder,Wholesale,5,1,74469.42,Withdrawal,316990.68,12,Closed,Cash Credit,C,0.63,8594.02,13
3119,46,Rajshahi,District1,Farmer,Transport,25,1,67878.06,Deposit,416763.2,36,Approved,Cash Credit,C,0.55,38545.95,10
3120,47,Rajshahi,District3,Freelancer,Transport,7,1,59016.56,Deposit,237832.95,36,Closed,Overdraft,C,0.55,22473.86,8
3121,28,Barisal,District2,Business Owner,Manufacturing,15,1,80185.13,Deposit,214613.82,60,Approved,Lease,B,0.38,37291.41,23
3122,39,Khulna,District1,Teacher,Wholesale,7,0,20259.49,Payment,127728.49,12,Approved,Cash Credit,C,0.72,12176.8,6
3123,62,Barisal,District4,Farmer,Wholesale,27,1,86304.11,Payment,488129.59,12,Approved,Lease,C,0.57,27581.82,20
3124,21,Dhaka,District4,Business Owner,Retail,15,1,62527.87,Payment,283013.75,12,Closed,Overdraft,C,0.57,21620.89,11
3125,49,Chattogram,District1,Teacher,Wholesale,5,1,47512.3,Payment,266249.05,60,Approved,Cash Credit,C,0.59,29758.05,12
3126,55,Rangpur,District3,Business Owner,IT,16,0,53967.23,Payment,166166.77,48,Approved,Invoice Finance,C,0.53,16395.04,10
3127,60,Dhaka,District1,Farmer,Transport,28,1,76961.87,Deposit,548060.83,36,Closed,Overdraft,C,0.67,19574.83,15
3128,34,Khulna,District2,Service Holder,Retail,0,0,57042.2,Deposit,432653.07,36,Closed,Overdraft,D,0.8,6907.31,18
3129,55,Khulna,District2,Service Holder,IT,29,0,96947.9,Deposit,631965.47,12,Closed,Invoice Finance,C,0.66,16974.63,15
3130,40,Chattogram,District4,Teacher,Transport,18,0,62533.6,Withdrawal,266144.78,60,Defaulted,Overdraft,C,0.57,19895.07,9
3131,33,Barisal,District1,Service Holder,IT,17,0,58058.11,Payment,297181.68,12,Approved,Invoice Finance,C,0.6,19432.14,19
3132,58,Mymensingh,District4,Farmer,Pharma,16,0,59786.92,Deposit,486526.4,36,Closed,Invoice Finance,D,0.78,14802.73,8
3133,28,Mymensingh,District3,Teacher,Manufacturing,16,1,64377.19,Payment,486841.71,60,Defaulted,Overdraft,D,0.79,5325.7,15
3134,63,Chattogram,District2,Business Owner,Pharma,27,1,72668.87,Withdrawal,653128.78,24,Approved,Invoice Finance,D,0.85,1000.0,13
3135,40,Mymensingh,District5,Freelancer,Manufacturing,11,0,36316.68,Withdrawal,124891.69,36,Closed,Invoice Finance,C,0.62,2356.61,10
3136,53,Rajshahi,District5,Business Owner,Transport,11,1,56057.19,Deposit,182722.64,24,Approved,Overdraft,C,0.6,1717.93,18
3137,46,Mymensingh,District1,Farmer,Transport,5,0,79479.87,Withdrawal,418758.82,48,Defaulted,Overdraft,B,0.47,54087.29,24
3138,59,Mymensingh,District1,Teacher,Pharma,6,0,45643.68,Payment,265362.84,24,Approved,Invoice Finance,D,0.75,1000.0,4
3139,41,Mymensingh,District5,Business Owner,IT,7,0,12875.57,Payment,60713.74,60,Approved,Lease,C,0.69,3465.24,1
3140,62,Rajshahi,District1,Teacher,Manufacturing,2,1,58194.15,Deposit,245616.04,24,Closed,Overdraft,C,0.54,24598.29,8
3141,63,Barisal,District2,Service Holder,Manufacturing,16,0,42143.78,Withdrawal,317544.55,48,Approved,Overdraft,C,0.69,30837.74,9
3142,61,Mymensingh,District3,Freelancer,Retail,20,0,70892.27,Deposit,341596.94,36,Closed,Lease,C,0.58,21971.54,14
3143,29,Sylhet,District3,Farmer,Wholesale,7,0,56274.7,Deposit,144602.18,48,Closed,Overdraft,C,0.51,18215.8,12
3144,44,Rajshahi,District4,Business Owner,IT,27,1,92838.28,Payment,260004.91,60,Approved,Lease,B,0.28,56734.16,22
3145,57,Chattogram,District2,Freelancer,IT,26,1,90389.11,Deposit,496609.4,24,Approved,Cash Credit,B,0.49,48023.58,18
3146,61,Dhaka,District1,Farmer,Retail,29,0,73409.35,Payment,807892.28,24,Approved,Overdraft,D,0.83,27667.51,20
3147,37,Chattogram,District1,Farmer,Transport,10,0,38161.56,Deposit,116320.73,60,Approved,Overdraft,C,0.58,9338.94,4
3148,44,Dhaka,District4,Service Holder,Pharma,19,1,82880.19,Payment,362207.3,12,Approved,Cash Credit,B,0.42,48646.4,16
3149,41,Rangpur,District4,Teacher,IT,17,1,97283.87,Payment,954316.78,60,Closed,Overdraft,D,0.75,33641.9,20
3150,59,Chattogram,District1,Teacher,Manufacturing,15,0,92205.1,Deposit,371719.19,60,Approved,Invoice Finance,C,0.54,20160.68,22
3151,61,Sylhet,District1,Freelancer,Retail,24,1,85430.13,Deposit,504970.81,48,Approved,Invoice Finance,C,0.66,10597.3,18
3152,59,Dhaka,District2,Service Holder,Pharma,27,1,90055.85,Deposit,788152.72,48,Approved,Cash Credit,C,0.71,30376.97,15
3153,33,Dhaka,District4,Farmer,Pharma,12,0,69506.41,Withdrawal,215264.32,60,Approved,Invoice Finance,B,0.35,53161.08,12
3154,31,Khulna,District2,Service Holder,IT,8,0,80398.62,Deposit,352264.91,36,Approved,Cash Credit,C,0.51,36101.3,9
3155,39,Dhaka,District1,Service Holder,Wholesale,18,0,60705.55,Payment,244720.35,24,Closed,Invoice Finance,C,0.52,25283.59,11
3156,31,Dhaka,District5,Freelancer,Manufacturing,6,1,81389.77,Payment,159866.54,60,Approved,Overdraft,B,0.39,29305.75,22
3157,33,Khulna,District5,Teacher,Pharma,28,0,65657.71,Payment,534370.5,12,Closed,Invoice Finance,C,0.72,22265.72,14
3158,21,Mymensingh,District1,Service Holder,Manufacturing,16,0,70947.73,Deposit,271672.43,24,Closed,Overdraft,C,0.52,24818.83,16
3159,60,Mymensingh,District4,Service Holder,IT,7,1,86559.06,Withdrawal,281101.3,36,Closed,Invoice Finance,B,0.39,45072.1,18
3160,64,Khulna,District5,Service Holder,Retail,7,1,52637.09,Withdrawal,216398.04,60,Approved,Cash Credit,C,0.63,2978.75,16
3161,39,Rajshahi,District4,Business Owner,Pharma,28,0,70122.83,Payment,480878.72,36,Approved,Invoice Finance,C,0.58,43416.34,12
3162,32,Rangpur,District5,Service Holder,IT,2,0,66321.75,Withdrawal,346583.34,24,Approved,Overdraft,C,0.61,25778.08,13
3163,28,Dhaka,District4,Service Holder,Pharma,15,0,74242.42,Withdrawal,253661.66,12,Approved,Cash Credit,B,0.48,30037.21,18
3164,28,Dhaka,District5,Farmer,Retail,11,1,91539.19,Deposit,532602.44,24,Approved,Invoice Finance,B,0.49,47722.19,20
3165,32,Khulna,District4,Business Owner,Manufacturing,14,1,91726.59,Payment,607706.03,24,Approved,Lease,C,0.52,51817.87,20
3166,53,Khulna,District2,Service Holder,Manufacturing,20,0,64883.45,Payment,321333.39,60,Approved,Lease,C,0.58,22337.52,13
3167,46,Rajshahi,District4,Service Holder,Pharma,3,0,85987.85,Withdrawal,389566.07,24,Closed,Cash Credit,C,0.64,8923.97,17
3168,59,Sylhet,District2,Freelancer,IT,22,1,89053.65,Payment,626203.17,60,Closed,Lease,D,0.76,1000.0,17
3169,48,Mymensingh,District2,Freelancer,Retail,26,0,30164.37,Deposit,140011.83,60,Approved,Lease,C,0.64,9192.04,3
3170,25,Chattogram,District1,Business Owner,Transport,6,1,66764.8,Withdrawal,548565.17,36,Approved,Invoice Finance,D,0.75,21981.84,17
3171,28,Sylhet,District2,Farmer,Manufacturing,10,0,52962.43,Withdrawal,184559.78,12,Approved,Invoice Finance,C,0.53,24295.15,14
3172,45,Barisal,District3,Business Owner,Transport,23,1,99928.74,Deposit,343572.3,60,Approved,Overdraft,C,0.53,12619.53,19
3173,47,Mymensingh,District2,Business Owner,Pharma,4,0,47232.22,Deposit,150784.44,48,Approved,Invoice Finance,C,0.53,25418.59,5
3174,43,Dhaka,District4,Freelancer,Transport,12,0,78484.55,Deposit,354931.24,36,Approved,Cash Credit,B,0.4,57153.38,18
3175,50,Barisal,District2,Freelancer,IT,10,0,68371.49,Deposit,342199.86,60,Defaulted,Overdraft,C,0.63,16472.68,14
3176,43,Sylhet,District4,Farmer,IT,4,1,53998.64,Withdrawal,126828.13,60,Closed,Overdraft,B,0.44,29701.35,11
3177,40,Khulna,District4,Service Holder,Transport,7,0,54894.4,Payment,285094.86,36,Closed,Invoice Finance,C,0.57,31806.58,9
3178,38,Rajshahi,District3,Farmer,IT,20,0,58367.0,Deposit,357831.06,24,Closed,Overdraft,C,0.58,35342.13,12
3179,38,Mymensingh,District2,Service Holder,Manufacturing,28,1,95771.38,Payment,198152.6,60,Closed,Overdraft,B,0.27,56422.57,15
3180,22,Rajshahi,District2,Teacher,Pharma,29,1,82277.64,Payment,325626.69,12,Approved,Invoice Finance,B,0.41,46693.41,16
3181,24,Barisal,District5,Freelancer,Transport,28,1,94116.53,Deposit,577402.23,60,Approved,Cash Credit,C,0.53,39817.55,22
3182,50,Mymensingh,District5,Teacher,Manufacturing,16,0,61915.41,Payment,174673.37,36,Approved,Invoice Finance,B,0.43,36150.96,12
3183,53,Rangpur,District1,Teacher,Transport,10,1,72716.65,Payment,317629.45,48,Closed,Lease,C,0.56,21403.4,18
3184,56,Rangpur,District4,Freelancer,Manufacturing,18,0,98764.11,Payment,708767.51,36,Closed,Overdraft,C,0.54,52945.62,15
3185,38,Sylhet,District3,Teacher,IT,17,0,61592.72,Payment,529103.98,36,Approved,Invoice Finance,C,0.65,45535.1,9
3186,57,Dhaka,District5,Business Owner,IT,27,0,47983.5,Withdrawal,282134.84,12,Defaulted,Cash Credit,C,0.73,2313.39,11
3187,39,Rangpur,District2,Service Holder,Pharma,9,0,74237.39,Withdrawal,346057.11,24,Approved,Cash Credit,C,0.68,3621.23,17
3188,48,Rangpur,District1,Farmer,IT,4,0,69119.34,Deposit,276284.1,12,Closed,Overdraft,C,0.55,19141.51,16
3189,60,Chattogram,District3,Freelancer,Retail,28,0,48315.9,Payment,329587.31,12,Closed,Lease,C,0.68,22687.29,8
3190,40,Rajshahi,District2,Business Owner,Manufacturing,23,1,77486.51,Withdrawal,563079.96,60,Approved,Invoice Finance,C,0.71,16620.91,11
3191,53,Rajshahi,District2,Farmer,Manufacturing,24,0,80537.16,Deposit,216413.69,48,Closed,Lease,B,0.42,33239.18,22
3192,32,Rangpur,District4,Farmer,Transport,24,0,81863.05,Payment,558375.88,36,Approved,Invoice Finance,C,0.63,30693.09,17
3193,35,Chattogram,District4,Farmer,Pharma,0,0,49929.14,Payment,189027.1,12,Closed,Cash Credit,C,0.55,19068.55,14
3194,61,Rajshahi,District5,Teacher,Wholesale,16,1,81267.38,Withdrawal,266629.21,12,Approved,Cash Credit,C,0.57,5940.29,13
3195,59,Rajshahi,District5,Teacher,IT,16,0,51921.18,Deposit,243651.12,24,Closed,Overdraft,C,0.51,41139.02,7
3196,22,Mymensingh,District2,Teacher,Wholesale,0,0,14002.27,Payment,97781.02,24,Closed,Lease,D,0.8,6208.1,5
3197,49,Mymensingh,District2,Teacher,Retail,24,0,104742.61,Withdrawal,588528.89,48,Approved,Cash Credit,B,0.46,50151.16,30
3198,61,Chattogram,District5,Business Owner,Pharma,0,1,50469.99,Withdrawal,280848.5,36,Closed,Overdraft,C,0.61,26361.15,8
3199,30,Barisal,District5,Teacher,Manufacturing,22,0,74647.59,Deposit,425855.79,12,Approved,Cash Credit,C,0.55,39580.98,12
3200,22,Dhaka,District2,Freelancer,Wholesale,21,0,68617.28,Withdrawal,407265.24,60,Approved,Invoice Finance,C,0.65,18956.56,12
3201,31,Sylhet,District3,Farmer,Retail,8,0,71457.96,Deposit,340975.77,24,Approved,Lease,B,0.5,40200.78,19
3202,33,Rangpur,District2,Business Owner,Pharma,26,1,92723.46,Deposit,580799.13,12,Approved,Lease,C,0.56,32059.85,18
3203,30,Rangpur,District3,Teacher,Retail,24,0,76301.61,Deposit,280838.42,60,Closed,Invoice Finance,B,0.4,46320.81,19
3204,34,Sylhet,District3,Farmer,IT,3,1,28485.23,Deposit,179514.36,12,Approved,Invoice Finance,C,0.73,6639.41,4
3205,38,Rangpur,District2,Business Owner,Wholesale,8,0,45499.91,Payment,305485.06,48,Approved,Lease,C,0.73,12743.88,14
3206,29,Rangpur,District1,Farmer,Transport,13,1,89169.5,Payment,570530.82,48,Approved,Overdraft,C,0.56,38319.26,25
3207,59,Barisal,District5,Business Owner,Transport,14,0,73820.02,Withdrawal,479982.03,60,Closed,Overdraft,C,0.71,13139.43,16
3208,48,Rajshahi,District4,Service Holder,Pharma,15,1,65725.21,Withdrawal,389732.83,24,Approved,Cash Credit,C,0.68,10258.18,11
3209,23,Dhaka,District2,Business Owner,Retail,15,0,41329.57,Deposit,303643.63,48,Closed,Overdraft,D,0.78,8701.78,8
3210,40,Rangpur,District3,Teacher,Manufacturing,12,0,63898.69,Payment,29187.16,24,Closed,Lease,B,0.34,33922.95,15
3211,26,Chattogram,District2,Farmer,Wholesale,13,0,19398.39,Withdrawal,130114.54,60,Approved,Overdraft,D,0.76,10582.44,2
3212,47,Barisal,District5,Farmer,Transport,21,1,68769.89,Deposit,615553.44,60,Closed,Invoice Finance,D,0.75,26714.62,12
3213,22,Rangpur,District3,Farmer,Transport,20,1,111402.42,Withdrawal,418450.78,12,Approved,Lease,C,0.53,18171.39,22
3214,49,Chattogram,District4,Freelancer,Retail,8,0,79676.01,Payment,281458.71,60,Approved,Cash Credit,C,0.57,19619.34,9
3215,58,Mymensingh,District4,Freelancer,Transport,22,1,94308.74,Deposit,714165.95,12,Closed,Lease,C,0.65,33439.5,17
3216,23,Rajshahi,District4,Teacher,Retail,8,0,62610.04,Withdrawal,197003.83,24,Closed,Lease,C,0.58,11786.62,8
3217,36,Khulna,District1,Service Holder,Wholesale,20,1,55747.44,Payment,204400.85,12,Closed,Overdraft,B,0.49,29499.47,9
3218,50,Rangpur,District3,Freelancer,Retail,3,0,41889.99,Payment,223688.23,24,Approved,Overdraft,C,0.65,16303.03,10
3219,60,Chattogram,District3,Business Owner,Transport,9,0,54572.47,Payment,185660.87,48,Approved,Overdraft,C,0.5,30235.29,9
3220,22,Barisal,District1,Teacher,Retail,2,0,41208.79,Payment,278161.35,24,Closed,Cash Credit,C,0.73,13081.04,5
3221,37,Rajshahi,District3,Service Holder,Transport,20,1,79746.35,Deposit,272604.58,36,Approved,Cash Credit,B,0.29,67642.56,11
3222,61,Dhaka,District1,Business Owner,IT,8,1,92488.37,Payment,529150.63,12,Closed,Cash Credit,C,0.55,38475.75,16
3223,32,Barisal,District2,Farmer,Pharma,18,0,59872.65,Deposit,333428.69,48,Approved,Cash Credit,C,0.72,1000.0,13
3224,55,Mymensingh,District5,Freelancer,Transport,15,0,59885.91,Payment,498716.45,24,Closed,Invoice Finance,C,0.73,24170.36,13
3225,63,Sylhet,District4,Business Owner,Transport,15,0,76092.97,Payment,557807.41,60,Defaulted,Lease,C,0.73,15454.05,16
3226,21,Rangpur,District1,Service Holder,Transport,16,0,44707.86,Payment,176191.21,12,Approved,Overdraft,B,0.5,32242.61,15
3227,35,Dhaka,District1,Teacher,Pharma,17,0,54396.93,Payment,134415.64,24,Approved,Lease,C,0.52,9141.65,12
3228,46,Chattogram,District1,Business Owner,IT,9,0,47934.16,Withdrawal,320005.47,48,Closed,Lease,C,0.65,31290.55,9
3229,57,Rangpur,District2,Teacher,Manufacturing,20,0,70833.88,Payment,261604.98,60,Closed,Lease,C,0.6,5502.13,17
3230,41,Chattogram,District1,Farmer,Transport,18,1,77825.57,Deposit,336879.38,12,Defaulted,Overdraft,C,0.57,17769.01,13
3231,51,Dhaka,District5,Service Holder,Manufacturing,21,1,81299.89,Payment,234171.7,48,Approved,Lease,C,0.54,9667.32,11
3232,45,Chattogram,District5,Service Holder,Wholesale,14,0,54027.19,Withdrawal,343506.16,60,Approved,Invoice Finance,C,0.66,21373.86,14
3233,43,Barisal,District4,Freelancer,IT,14,1,62937.55,Deposit,233310.36,36,Approved,Overdraft,B,0.46,38631.37,12
3234,44,Rajshahi,District2,Service Holder,Retail,10,0,69137.14,Deposit,340840.34,60,Approved,Invoice Finance,C,0.64,11333.68,16
3235,58,Chattogram,District5,Business Owner,Manufacturing,7,1,66932.94,Withdrawal,332053.9,12,Defaulted,Overdraft,C,0.68,2851.11,12
3236,48,Mymensingh,District3,Business Owner,IT,21,0,80285.28,Payment,430900.83,36,Approved,Lease,C,0.55,36365.02,10
3237,41,Rajshahi,District3,Business Owner,Wholesale,15,1,63325.59,Payment,400425.25,24,Closed,Lease,C,0.68,17672.28,9
3238,63,Barisal,District3,Farmer,IT,9,0,49021.37,Deposit,221300.08,36,Approved,Lease,C,0.64,8676.5,18
